#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
GCA_032496085.1,PRJNA503849,SAMN37694216,ABNNNY000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AQ-21-VL-ON-BC-0005,na,latest,Contig,Major,Full,2023-10-11,PDT001920117.1,Vet-LIRN-CVM-FDA,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/496/085/GCA_032496085.1_PDT001920117.1,from large multi-isolate project,na,na,haploid,bacteria,4302202,4302202,59.000000,0,243,243,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2023-10-08,4070,3786,102,na
GCA_032496165.1,PRJNA503849,SAMN37694217,ABNNOA000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AQ-21-VL-ON-BC-0008,na,latest,Contig,Major,Full,2023-10-11,PDT001920110.1,Vet-LIRN-CVM-FDA,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/496/165/GCA_032496165.1_PDT001920110.1,from large multi-isolate project,na,na,haploid,bacteria,4450288,4450288,59.000000,0,257,257,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2023-10-08,4232,3958,95,na
GCA_032496445.1,PRJNA503849,SAMN37694218,ABNNOG000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AQ-21-VL-ON-BC-0009,na,latest,Contig,Major,Full,2023-10-11,PDT001917937.1,Vet-LIRN-CVM-FDA,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/496/445/GCA_032496445.1_PDT001917937.1,from large multi-isolate project,na,na,haploid,bacteria,4535915,4535915,59.000000,0,262,262,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2023-10-07,4326,4046,95,na
GCA_032496465.1,PRJNA503849,SAMN37694220,ABNNOH000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AQ-21-VL-ON-BC-0012,na,latest,Contig,Major,Full,2023-10-11,PDT001917935.1,Vet-LIRN-CVM-FDA,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/496/465/GCA_032496465.1_PDT001917935.1,from large multi-isolate project,na,na,haploid,bacteria,4467415,4467415,59.000000,0,265,265,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2023-10-07,4244,3971,93,na
GCA_048221865.1,PRJNA514245,SAMN46546073,DBGEVL000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero74,na,latest,Contig,Major,Full,2025-02-27,PDT002645333.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/221/865/GCA_048221865.1_PDT002645333.1,from large multi-isolate project,na,na,haploid,bacteria,4725174,4725174,58.500000,0,136,136,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4534,4238,92,30286803
GCA_048221905.1,PRJNA514245,SAMN46546068,DBGEVO000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero69,na,latest,Contig,Major,Full,2025-02-27,PDT002645323.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/221/905/GCA_048221905.1_PDT002645323.1,from large multi-isolate project,na,na,haploid,bacteria,4505509,4505509,59.000000,0,270,270,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4325,4048,87,30286803
GCA_048221985.1,PRJNA514245,SAMN46546041,DBGEVN000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero41,na,latest,Contig,Major,Full,2025-02-27,PDT002645326.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/221/985/GCA_048221985.1_PDT002645326.1,from large multi-isolate project,na,na,haploid,bacteria,4620618,4620618,59.000000,0,230,230,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4430,4131,107,30286803
GCA_048222035.1,PRJNA514245,SAMN46546065,DBGEVP000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero66,na,latest,Contig,Major,Full,2025-02-27,PDT002645320.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/222/035/GCA_048222035.1_PDT002645320.1,from large multi-isolate project,na,na,haploid,bacteria,4498603,4498603,59.000000,0,261,261,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4312,4037,86,30286803
GCA_048222055.1,PRJNA514245,SAMN46546057,DBGEVQ000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero58,na,latest,Contig,Major,Full,2025-02-27,PDT002645316.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/222/055/GCA_048222055.1_PDT002645316.1,from large multi-isolate project,na,na,haploid,bacteria,4591533,4591533,59.000000,0,229,229,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4397,4108,97,30286803
GCA_048222115.1,PRJNA514245,SAMN46546049,DBGEVS000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero49,na,latest,Contig,Major,Full,2025-02-27,PDT002645313.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/222/115/GCA_048222115.1_PDT002645313.1,from large multi-isolate project,na,na,haploid,bacteria,4544594,4544594,59.000000,0,228,228,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4361,4063,109,30286803
GCA_048222135.1,PRJNA514245,SAMN46546013,DBGEVT000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero09,na,latest,Contig,Major,Full,2025-02-27,PDT002645311.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/222/135/GCA_048222135.1_PDT002645311.1,from large multi-isolate project,na,na,haploid,bacteria,4897877,4897877,58.500000,0,124,124,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4696,4385,98,30286803
GCA_048222145.1,PRJNA514245,SAMN46546037,DBGEVR000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero34,na,latest,Contig,Major,Full,2025-02-27,PDT002645315.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/222/145/GCA_048222145.1_PDT002645315.1,from large multi-isolate project,na,na,haploid,bacteria,4581783,4581783,59.000000,0,238,238,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4409,4129,108,30286803
GCA_048222175.1,PRJNA514245,SAMN46546045,DBGEVV000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero45,na,latest,Contig,Major,Full,2025-02-27,PDT002645303.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/222/175/GCA_048222175.1_PDT002645303.1,from large multi-isolate project,na,na,haploid,bacteria,4532799,4532799,59.000000,0,230,230,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4343,4050,103,30286803
GCA_048222205.1,PRJNA514245,SAMN46546014,DBGEVU000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero10,na,latest,Contig,Major,Full,2025-02-27,PDT002645308.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/222/205/GCA_048222205.1_PDT002645308.1,from large multi-isolate project,na,na,haploid,bacteria,4854530,4854530,58.500000,0,126,126,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4658,4352,96,30286803
GCA_048252215.1,PRJNA514245,SAMN46546021,DBGGNO000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero17,na,latest,Contig,Major,Full,2025-02-28,PDT002645310.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/215/GCA_048252215.1_PDT002645310.1,from large multi-isolate project,na,na,haploid,bacteria,4607804,4607804,59.000000,0,233,233,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4418,4122,105,30286803
GCA_048252235.1,PRJNA514245,SAMN46546030,DBGGNM000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero26,na,latest,Contig,Major,Full,2025-02-28,PDT002645297.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/235/GCA_048252235.1_PDT002645297.1,from large multi-isolate project,na,na,haploid,bacteria,4545608,4545608,59.000000,0,230,230,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4360,4059,111,30286803
GCA_048252275.1,PRJNA514245,SAMN46546015,DBGGNK000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero11,na,latest,Contig,Major,Full,2025-02-28,PDT002645317.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/275/GCA_048252275.1_PDT002645317.1,from large multi-isolate project,na,na,haploid,bacteria,4921847,4921847,58.500000,0,124,124,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4714,4408,95,30286803
GCA_048252335.1,PRJNA514245,SAMN46546042,DBGGNN000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero42,na,latest,Contig,Major,Full,2025-02-28,PDT002645296.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/335/GCA_048252335.1_PDT002645296.1,from large multi-isolate project,na,na,haploid,bacteria,4507258,4507258,59.000000,0,229,229,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4322,4034,98,30286803
GCA_048252445.1,PRJNA514245,SAMN46546058,DBGGNT000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero59-1,na,latest,Contig,Major,Full,2025-02-28,PDT002645284.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/445/GCA_048252445.1_PDT002645284.1,from large multi-isolate project,na,na,haploid,bacteria,4415299,4415299,59.000000,0,238,238,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4254,3953,114,30286803
GCA_048252455.1,PRJNA514245,SAMN46546054,DBGGNP000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero55,na,latest,Contig,Major,Full,2025-02-28,PDT002645295.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/455/GCA_048252455.1_PDT002645295.1,from large multi-isolate project,na,na,haploid,bacteria,4758821,4758821,58.500000,0,125,125,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4572,4267,98,30286803
GCA_048252515.1,PRJNA514245,SAMN46546031,DBGGNS000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero27,na,latest,Contig,Major,Full,2025-02-28,PDT002645289.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/515/GCA_048252515.1_PDT002645289.1,from large multi-isolate project,na,na,haploid,bacteria,4614824,4614824,59.000000,0,240,240,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4437,4138,108,30286803
GCA_048252535.1,PRJNA514245,SAMN46546044,DBGGNR000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero44,na,latest,Contig,Major,Full,2025-02-28,PDT002645294.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/535/GCA_048252535.1_PDT002645294.1,from large multi-isolate project,na,na,haploid,bacteria,4563836,4563836,59.000000,0,231,231,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4380,4083,109,30286803
GCA_048252555.1,PRJNA514245,SAMN46546022,DBGGNQ000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero18,na,latest,Contig,Major,Full,2025-02-28,PDT002645291.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/555/GCA_048252555.1_PDT002645291.1,from large multi-isolate project,na,na,haploid,bacteria,4559369,4559369,59.000000,0,231,231,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4371,4077,103,30286803
GCA_048252675.1,PRJNA514245,SAMN46546053,DBGGNU000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero54,na,latest,Contig,Major,Full,2025-02-28,PDT002645283.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/675/GCA_048252675.1_PDT002645283.1,from large multi-isolate project,na,na,haploid,bacteria,4834642,4834642,58.500000,0,126,126,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4650,4343,98,30286803
GCA_048252755.1,PRJNA514245,SAMN46546023,DBGGNX000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero19,na,latest,Contig,Major,Full,2025-02-28,PDT002645280.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/755/GCA_048252755.1_PDT002645280.1,from large multi-isolate project,na,na,haploid,bacteria,4608847,4608847,59.000000,0,230,230,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4411,4116,106,30286803
GCA_048252815.1,PRJNA514245,SAMN46546056,DBGGNV000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero57,na,latest,Contig,Major,Full,2025-02-28,PDT002645281.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/815/GCA_048252815.1_PDT002645281.1,from large multi-isolate project,na,na,haploid,bacteria,4361758,4361758,59.000000,0,237,237,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4194,3905,105,30286803
GCA_048252875.1,PRJNA514245,SAMN46546016,DBGGNW000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero12,na,latest,Contig,Major,Full,2025-02-28,PDT002645279.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/875/GCA_048252875.1_PDT002645279.1,from large multi-isolate project,na,na,haploid,bacteria,4783982,4783982,58.500000,0,123,123,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4577,4273,101,30286803
GCA_048252965.1,PRJNA514245,SAMN46546027,DBGGOD000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero23,na,latest,Contig,Major,Full,2025-02-28,PDT002645273.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/252/965/GCA_048252965.1_PDT002645273.1,from large multi-isolate project,na,na,haploid,bacteria,4619155,4619155,59.000000,0,241,241,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4434,4141,103,30286803
GCA_048253025.1,PRJNA514245,SAMN46546039,DBGGNZ000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero37,na,latest,Contig,Major,Full,2025-02-28,PDT002645275.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/253/025/GCA_048253025.1_PDT002645275.1,from large multi-isolate project,na,na,haploid,bacteria,4613252,4613252,59.000000,0,242,242,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4426,4134,103,30286803
GCA_048253055.1,PRJNA514245,SAMN46546078,DBGGOC000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero79,na,latest,Contig,Major,Full,2025-02-28,PDT002645271.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/253/055/GCA_048253055.1_PDT002645271.1,from large multi-isolate project,na,na,haploid,bacteria,4505163,4505163,59.000000,0,233,233,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4321,4031,100,30286803
GCA_048253075.1,PRJNA514245,SAMN46546050,DBGGOB000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero50,na,latest,Contig,Major,Full,2025-02-28,PDT002645268.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/253/075/GCA_048253075.1_PDT002645268.1,from large multi-isolate project,na,na,haploid,bacteria,4569028,4569028,59.000000,0,236,236,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4387,4090,105,30286803
GCA_048253205.1,PRJNA514245,SAMN46546047,DBGGOA000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero47,na,latest,Contig,Major,Full,2025-02-28,PDT002645266.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/253/205/GCA_048253205.1_PDT002645266.1,from large multi-isolate project,na,na,haploid,bacteria,4531646,4531646,59.000000,0,233,233,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4337,4050,98,30286803
GCA_048259685.1,PRJNA514245,SAMN46546059,DBGETA000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero59-2,na,latest,Contig,Major,Full,2025-02-27,PDT002645327.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/259/685/GCA_048259685.1_PDT002645327.1,from large multi-isolate project,na,na,haploid,bacteria,4571348,4571348,59.000000,0,245,245,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4388,4103,96,30286803
GCA_048259715.1,PRJNA514245,SAMN46546051,DBGESX000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero52,na,latest,Contig,Major,Full,2025-02-27,PDT002645307.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/259/715/GCA_048259715.1_PDT002645307.1,from large multi-isolate project,na,na,haploid,bacteria,4593925,4593925,59.000000,0,231,231,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4398,4106,102,30286803
GCA_048259765.1,PRJNA514245,SAMN46546048,DBGESW000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero48,na,latest,Contig,Major,Full,2025-02-27,PDT002645312.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/259/765/GCA_048259765.1_PDT002645312.1,from large multi-isolate project,na,na,haploid,bacteria,4513005,4513005,59.000000,0,228,228,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4323,4036,98,30286803
GCA_048259865.1,PRJNA514245,SAMN46546071,DBGESY000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero72,na,latest,Contig,Major,Full,2025-02-27,PDT002645305.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/259/865/GCA_048259865.1_PDT002645305.1,from large multi-isolate project,na,na,haploid,bacteria,4727568,4727568,58.500000,0,171,171,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4553,4257,89,30286803
GCA_048260005.1,PRJNA514245,SAMN46546069,DBGETB000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero70,na,latest,Contig,Major,Full,2025-02-27,PDT002645287.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/260/005/GCA_048260005.1_PDT002645287.1,from large multi-isolate project,na,na,haploid,bacteria,4507140,4507140,59.000000,0,232,232,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4316,4030,97,30286803
GCA_048260025.1,PRJNA514245,SAMN46546066,DBGETC000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero67,na,latest,Contig,Major,Full,2025-02-27,PDT002645304.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/260/025/GCA_048260025.1_PDT002645304.1,from large multi-isolate project,na,na,haploid,bacteria,4509435,4509435,59.000000,0,231,231,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4314,4031,94,30286803
GCA_048260085.1,PRJNA514245,SAMN46546055,DBGETE000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero56,na,latest,Contig,Major,Full,2025-02-27,PDT002645282.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/260/085/GCA_048260085.1_PDT002645282.1,from large multi-isolate project,na,na,haploid,bacteria,4747667,4747667,58.500000,0,123,123,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4569,4260,104,30286803
GCA_048260635.1,PRJNA514245,SAMN46546074,DBGETF000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero75,na,latest,Contig,Major,Full,2025-02-27,PDT002645335.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/260/635/GCA_048260635.1_PDT002645335.1,from large multi-isolate project,na,na,haploid,bacteria,4733892,4733892,58.500000,0,121,121,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4541,4237,100,30286803
GCA_048260705.1,PRJNA514245,SAMN46546052,DBGETG000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero53,na,latest,Contig,Major,Full,2025-02-27,PDT002645321.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/260/705/GCA_048260705.1_PDT002645321.1,from large multi-isolate project,na,na,haploid,bacteria,4451122,4451122,59.000000,0,237,237,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4279,3985,109,30286803
GCA_048260935.1,PRJNA514245,SAMN46546018,DBGETI000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero14,na,latest,Contig,Major,Full,2025-02-27,PDT002645302.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/260/935/GCA_048260935.1_PDT002645302.1,from large multi-isolate project,na,na,haploid,bacteria,4565421,4565421,59.000000,0,225,225,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4370,4079,99,30286803
GCA_048260955.1,PRJNA514245,SAMN46546033,DBGETL000000000.1,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=AGC24Aero29,na,latest,Contig,Major,Full,2025-02-27,PDT002645292.1,National Center for Biotechnology Information,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/260/955/GCA_048260955.1_PDT002645292.1,from large multi-isolate project,na,na,haploid,bacteria,4576113,4576113,59.000000,0,227,227,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-02-28,4388,4090,107,30286803
